0,0,0,-0,0,-0,0,992,0,992
2,0,0,-0,0,-0,0,992,0,992
13,0.248046875,0,-0,0,-0,0,992,0,992
32,0.248046875,0,-0,0,-0,0,992,0,992
33,0.2578125,0.048746744791666678,-0.73958333333333337,0.21541341145833331,0.03125,699.5,645.5,707.5,682.5
34,0.3203125,0.042236328124999986,-0.78125,0.29223632812499994,-0.46875,979.5,309.5,991.5,324.5
35,0.61572265625,0.028483072916666706,-0.73958333333333337,0.63264973958333326,0.03125,962.5,355.5,991.5,392.5
36,0.56201171875,0.03125,-0.86458333333333315,0.53125,0.13541666666666669,750.5,68.5,774.5,116.5
37,0.732421875,0.0263671875,-0.76041666666666663,0.7138671875,0.03125,958.5,118.5,991.5,156.5
38,0.6220703125,0.021728515625000035,-0.76041666666666663,0.646728515625,0.03125,154.5,566.5,184.5,604.5
39,0.1748046875,0.02490234375,-0.78125,0.14990234375,-0.48958333333333337,674.5,969.5,680.5,983.5
40,0.34228515625,0.038085937499999986,-0.84375,0.35058593749999994,0.26041666666666663,196.5,0.5,211.5,53.5
41,0.34814453125,-0.0083007812500000191,-0.84375,0.30419921874999994,0.26041666666666663,212.5,0.5,227.5,53.5
42,0.4306640625,-0.013834635416666666,-0.73958333333333326,0.44449869791666669,-0.26041666666666669,928.5,940.5,950.5,963.5
43,0.5673828125,0.010904947916666704,-0.61458333333333337,0.55257161458333326,-0.03125,965.5,0.5,991.5,28.5
44,0.19677734375,-0.011230468749999998,-0.13541666666666663,0.17626953125,0.17708333333333334,575.5,969.5,584.5,984.5
45,0.2763671875,-0.0081380208333333513,-0.36458333333333331,0.28352864583333331,-0.23958333333333331,335.5,59.5,349.5,65.5
46,0.263671875,0.043131510416666678,-0.13541666666666666,0.20979817708333331,0.03125,48.5,59.5,56.5,67.5
47,0.41259765625,-0.012044270833333334,-0.73958333333333337,0.40462239583333331,0.09375,797.5,401.5,817.5,441.5
48,0.56201171875,0.03076171875,-0.76041666666666663,0.53076171875,0.03125,216.5,566.5,240.5,604.5
49,0.56201171875,0.053059895833333322,-0.73958333333333337,0.38639322916666663,0.03125,949.5,645.5,965.5,682.5
50,0.56201171875,0.02498372395833337,-0.76041666666666663,0.54581705729166674,0.03125,241.5,566.5,266.5,604.5
51,0.56201171875,0.021728515625,-0.76041666666666663,0.521728515625,0.03125,267.5,566.5,291.5,604.5
52,0.56201171875,0.0014648437500000382,-0.73958333333333337,0.56396484375,0.03125,202.5,684.5,229.5,721.5
53,0.56201171875,0.048828125000000007,-0.73958333333333337,0.548828125,0.03125,230.5,684.5,254.5,721.5
54,0.56201171875,0.03955078125,-0.73958333333333337,0.53955078125,0.03125,255.5,684.5,279.5,721.5
55,0.56201171875,0.0074869791666667043,-0.73958333333333337,0.54915364583333326,0.03125,965.5,167.5,991.5,204.5
56,0.56201171875,0.03125,-0.76041666666666663,0.53125,0.03125,292.5,566.5,316.5,604.5
57,0.56201171875,0.0224609375,-0.76041666666666663,0.5224609375,0.03125,317.5,566.5,341.5,604.5
58,0.2421875,0.038004557291666678,-0.57291666666666663,0.20467122395833331,0.03125,979.5,325.5,987.5,354.5
59,0.21142578125,-0.011149088541666666,-0.57291666666666663,0.19718424479166666,0.17708333333333334,460.5,836.5,470.5,872.5
60,0.50830078125,0.0056966145833333339,-0.57291666666666663,0.46402994791666669,-0.072916666666666671,856.5,940.5,878.5,964.5
61,0.548828125,0.048665364583333336,-0.51041666666666663,0.50699869791666663,-0.15625,509.5,969.5,531.5,986.5
62,0.52294921875,0.034830729166666671,-0.57291666666666663,0.51399739583333337,-0.072916666666666671,904.5,940.5,927.5,964.5
63,0.47265625,0.0056966145833333339,-0.76041666666666663,0.46402994791666669,0.03125,342.5,566.5,364.5,604.5
64,0.89794921875,0.025074085315784624,-0.73958333333333326,0.87924075198245122,0.26041666666666663,775.5,68.5,816.5,116.5
65,0.65234375,-0.016845703125,-0.73958333333333337,0.670654296875,0.03125,493.5,684.5,526.5,721.5
66,0.623046875,0.053629557291666706,-0.73958333333333337,0.59529622395833326,0.03125,527.5,684.5,553.5,721.5
67,0.65087890625,0.029947916666666706,-0.76041666666666663,0.63411458333333326,0.03125,365.5,566.5,394.5,604.5
68,0.65625,0.058593750000000042,-0.73958333333333337,0.62109375,0.03125,554.5,684.5,581.5,721.5
69,0.568359375,0.058349609375,-0.73958333333333337,0.558349609375,0.03125,612.5,684.5,636.5,721.5
70,0.552734375,0.052734375000000007,-0.73958333333333337,0.552734375,0.03125,637.5,684.5,661.5,721.5
71,0.68115234375,0.031656901041666706,-0.76041666666666663,0.63582356770833326,0.03125,453.5,566.5,482.5,604.5
72,0.71337890625,0.053629557291666706,-0.73958333333333337,0.65779622395833326,0.03125,699.5,684.5,728.5,721.5
73,0.27197265625,0.063557942708333343,-0.73958333333333337,0.20939127604166669,0.03125,798.5,684.5,805.5,721.5
74,0.5517578125,0.000244140625,-0.73958333333333337,0.500244140625,0.03125,0.5,722.5,24.5,759.5
75,0.62744140625,0.052897135416666706,-0.73958333333333337,0.65706380208333326,0.03125,25.5,722.5,54.5,759.5
76,0.53857421875,0.058512369791666671,-0.73958333333333337,0.53767903645833337,0.03125,55.5,722.5,78.5,759.5
77,0.873046875,0.061279296875,-0.73958333333333337,0.811279296875,0.03125,955.5,684.5,991.5,721.5
78,0.71337890625,0.053873697916666706,-0.73958333333333337,0.65804036458333326,0.03125,79.5,722.5,108.5,759.5
79,0.68798828125,0.031494140625000042,-0.76041666666666663,0.656494140625,0.03125,483.5,566.5,513.5,604.5
